,cr,UltimateCategory
5423,这两个方法名注释,12
5424,vodId不应该出现在非debug级别的日志中,14
5425,改为debug级别,12
5426,代码需要格式化,12
5427,注释加格式化,12
5428,这两处有空格，需要格式化下代码,12
5429,代码中不能出现开发者的标识（名字简写）,14
5430,这3个加注释,12
5431,可以用字符串常量代替,12
5432,加注释，表面true、false对应的情况,12
5433,常量命名大写,12
5434,建议写成常量,12
5435,注释代码要删掉,12
5436,"加注释，使用///格式，变量命名不要下划线""_""",14
5437,加注释和private、 public,12
5438,命名问题.正常应该是commonListMgr,12
5439,单词之间下划线隔开,12
5440,公有字段首字母大写,14
5441,"1.除法最好换算为乘法计算
2.定义为常量，不然算魔鬼数字",14
5442,注释请写在代码上方,12
5443,可以用常量代替位置、大小等属性值,12
5444,代码需要全部格式化一下,12
5445,不用的代码删掉,12
5446,注释位置不对,12
5447,代码注释,12
5448,注释不要放在代码后面,12
5449,注释写在代码上一行,12
5450,注释位置,12
5451,我觉得用bool或者枚举是不是更直观一些,12
5452,补注释,12
5453,建议直接使用 return y.compareTo(x) 以使代码更加简洁,14
5454,不用的代码就删除,12
5455,不用注释掉的代码删掉,12
5456,加注释,12
5457,无用代码需要删除,12
5458,注释写在代码行的上一行,12
5459,方法需要注释,12
5460,这是C# ToString()的参数，D代表将枚举转换为数字,14
5461,"废代码,删除",12
5462,"由于是log级别的日志,start/end两句有点多了,考虑减掉一个吧
或者考虑降级成debug",14
5463,用常量代替,12
5464,用常量表示,12
5465,"请确认下""D""是否是魔鬼数字",12
5466,无用代码需删除,12
5467,+注释，使用///格式,12
5468,加注释和public/private,12
5469,这两个方法加下注释,12
5470,无用方法删除,12
5471,需要格式化,12
5472,这几个注释应该使用///格式,14
5473,加注释x2,12
5474,注释不要放在代码后面,12
5475,私有方法添加private,14
5476,无用代码应该删除,12
5477,代码未注释,12
5478,待补充或删除,12
5479,方法未注释,12
5480,格式问题，换行,12
5481,建议直接用string.IsNullOrEmpty（from）,12
5482,需要添加注释,12
5483,逻辑符号与标识符之间注意空格,14
5484,"""putDetail""字符串可以用变量代替",12
5485,此处应该使用///注释,12
5486,注释与方法名不匹配，请确认,12
5487,未加注释,12
5488,这里可以只写一句SetTextCustom,12
5489,代码太长，建议换行,12
5490,return后面的代码走不到,12
5491,参数注释无法理解,12
5492,这里的！==是否可以改成！=,12
5493,用常量代替0.01f,12
5494,"if(viewList.Count <= 1)
{
  return false;
}

return AllView.PlayView == previousView;

我觉得这样写更好一点",12
5495,符号两边添加空格,12
5496,可以格式化一下,12
5497,多一个分号啥意思?,4
5498,Tools工具类是提供公共能力的类，保存用户设置的相关能力可以考虑单独一个类来实现，不需要写在Tools里面,14
5499,获取的QueryCollectionResult值能够保证不为空吗？其它调用的地方有无判空,0
5500,可以用常量替代,12
5501,格式对齐,12
5502,格式貌似有问题,12
5503,代码太长，建议分为多行,12
5504,应该用VRLogger打印日志，否则无法管理代码中的日志,14
5505,建议///注释,12
5506,可以刷新dic[i]中的内容，不需要重新new对象，而且找到key后合一直接return,14
5507,从播放界面返回也要刷新收藏,12
5508,方法注释,12
5509,vodBriefInfo可能为空,12
5510,private变量首字母小写,12
5511,viewList[viewList.Count - 1]用 previousView替代,12
5512,"可写成这样更简洁：
if(!LoginManager.Instance.IsLoginSuccessed)
{
 return LoginManager.Instance.IsRelogin;
}

return true;",12
5513,viewList.Count > 1可以不用判断，直接对比,12
5514,这个类是测试代码？ 测试代码不改上库，而且没有注释,12
5515,这个方法和 tools里的SafeParseInt方法好像有点重复,12
5516,BRefresh这个命名看不懂，代码需要格式化,12
5517,这边打印的挺多的，建议封装到intent类的tostring里面。方法最后有打印的,12
5518,请注释下为什么是1,12
5519,自动化测试log，需要放到最初赋值的地方,14
5520,没有格式化,12
5521,方法注释和private标志,12
5522,未使用代码，可删除,12
5523,这里可以用string.empty替代，不过影响不大，提示一下。,12
5524,不用的update要删掉，节省性能,12
5525,判断语句要加花括号,14
5526,坚决禁止在普通变量前加“m_”（这是VC老命名规则）,13
5527,测试代码,12
5528,太多if语句，用switch语句比较好,12
5529,方法名不要加下划线,14
5530,///注释,12
5531,Unity编辑器下的测试变量、数据、方法、类 前面加个#if UNITY_EDITOR,14
5532,数据类的空注释要删掉,14
5533,下方const字段，需要全大写命名,14
5534,命名不符合规范 大写加下划线,14
5535,代码需格式化,12
5536,最好不要打印数据结构,12
5537,有需要加注释就加，不要就删掉 <summary>,14
5538,这个没用的话是否可以不写,6
5539,可以删除,12
5540,item.itemId是否存在null情况,0
5541,data.itemValues是否会为null,0
5542,使用data未判空，GetSearchFilterItemByFilterID方法会返回null,12
5543,这些属于业务代码，应当写在业务类里面。不应该写在基本功能类里面,14
5544,最好定义成常量,12
5545,可以直接调用InitPlayer,12
5546,"不要写空default分支,至少打个日志",12
5547,"请确认,rowCount是否有可能为0,如果可能则溢出了",12
5548,这个需要检查下是否重复调用,12
5549,Path可以用Readonly修饰,12
5550,这个没必要封装成一个方法吧?方法调用实际上会增加性能消耗,14
5551,vodInfo[FirstVod]这个要判空的吧?,6
5552,请补充函数头注释,12
5553,0.2用常量替代,12
5554,"Awake是不是不太合适,代码逻辑是Start调用过来的",14
5555,"常量加const修饰,并且首字母大写",14
5556,这两句是业务的log不应该打在这里,14
5557,参数缺少注释,12
5558,Start里面的判断可以放在在Awake,12
5559,"callback是一个单词,b不要大写",12
5560,"最好不要空着,加上注释",12
5561,建议更改对比方式,12
5562,这个应该单独封装,12
5563,volumeSourceInfos和volumeSourceInfos[0]没判空,12
5564,#NAME?,12
5565,改名为播放的通用基本功能,12
5566,"经确认下面的return是正式代码,删除会导致业务异常",14
5567,这个改了2d视频播放场景就不大好测试了。需要讨论一下,14
5568,加注释，代码需要格式化,12
5569,"sender为null,强制转换会报错,建议用as进行转换",12
5570,ie可能为空咋办?,0
5571,201401用常量替代,12
5572,判断较多，可以用一函数封装下,12
5573,参数注释,12
5574,null改到==右边,12
5575,未格式化,12
5576,用///,12
5577,代码格式化,12
5578,不需要m,12
5579,注释位置不对；代码需要格式化,12
5580,非MonoBehavior的单例，可以简化为public static readonly FilterManager Instance = new FilterManager();,12
5581,参数名注释,12
5582,类的注释错误,12
5583,用switch性能更高,12
5584,空方法删除,12
5585,函数首字母大写,14
5586,可以用常量替代,12
5587,mediaPlayer判空,12
5588,格式化,12
5589,注释用///,12
5590,方法注释和private,12
5591,私有方法加private,14
5592,这个方法的圈复杂度好像超过15了。要拆开,12
5593,还有需要格式化,12
5594,未格式化,12
5595,如果是没用的方法，应该删除掉,12
5596,"错别字,应该是""页面""",12
5597,ShowNetError里面的MyCollection不需要EnterViewRefreshMyCollectionData = true;吗？,4
5598,这个list需要判空的吧？,0
5599,代码格式化,12
5600,格式化,12
5601,魔鬼数字，10、9无意义,12
5602,魔鬼数字，20、19无意义,12
5603,等号两边注意空格,12
5604,获得pos后可以直接return pos;,12
5605,else另起一行,12
5606,多加了一个括号，已删除,12
5607,各成员是否需要判空,12
5608,"确认下,这一串成员引用是否需要判空",12
5609,"leftPageChangeBtn.OnClickHandler是(()=>{})
rightPageChangeBtn.OnClickHandler是()=>{}
为啥俩不一致?",0
5610,"正常流程,不要使用Error级别日志",14
5611,"版本发布前,把TODO解决掉",12
5612,"base.OnClick建议提到第一句,参考OnEnter实现",12
5613,魔鬼数字，64代表什么意思,0
5614,"这个方法也要先判断是否Mute,然后根据情况决定是否播放声音",12
5615,二元操作符两边需要加空格,12
5616,前方调用处已有判空,12
5617,不要起无意义的变量名,12
5618,修改代码要同步修改注释,12
5619,参数注释没有,12
5620,注释不要空着,12
5621,逻辑比较奇怪,12
5622,不必要的局部变量,12
5623,"正常流程的日志,不要用Warning级别",14
5624,代码行超长,12
5625,不要空有格式的注释,12
5626,isSafe最好注释下含义,12
5627,"魔鬼数字,建议改成常量",12
5628,私有需标明,12
5629,把下面中文日志去掉,12
5630,非const变量使用了全大写命名,12
5631,多语言兼容,12
5632,需要多语言兼容，不能代码写死,12
5633,这个里面没内容吗？不需要的话可以去掉。,12
5634,不符合驼峰命名法,14
5635,tag里面的字符写错了吧，应该是VIPCenterPresenter,12
5636,intent传递数据的时候建议 id 抽出来写成常量，免的传和接的时候写错，id常量写好注释，也便于别人理解传递的数据的含义和注意事项,14
5637,空方法删除或者加TODO,12
5638,加大括号,12
5639,会员有效期获取不到时expDate为空，这个时候不一定不是vip吧，应该有专门的字段判断是否是vip,14
5640,应该获取的是业务包标识packageId不是spPackageId，这是两个字段,14
5641,需添加大括号,12
5642,中文字符提取到strings.xml多语言文本中,12
5643,这个类是有用的吗？，start Update方法里没内容可以去掉,12
5644,命名规范 ShowVIP,14
5645,这边三个我没有看懂颜色是什么时候用的，能不能直接说什么场景下面会使用，不要说第一个第二个，这对于我们看代码的小白太不人道了,8
5646,时间格式转换这种方法，应该很多地方使用到的吧，能不能写个公共的方法，各种格式的互相转换应该是要有工具类的。,12
5647,此处用private,12
5648,如果是没有用就删了，如果其他功能需要用还没有添加代码，请加上TODO,12
5649,你其他地方一直大写的，这边也大写吧,12
5650,"1、是否需要加[Serializable]
2、加注释",12
5651,注释的缩进不对,12
5652,return index > versionCoder 即可,12
5653,当前版本号大于等于versionCode时才展示给用户,12
5654,需要依赖于接口，不能直接依赖于具体实现,14
5655,重复的多语言文本定义,12
5656,注释不全,12
5657,命名不需要加b,12
5658,param没写,12
5659,注释格式不一样啊,12
5660,需添加注释,12
5661,return没写,12
5662,逗号可以不要,12
5663,这个类空的？,0
5664,添加注释,12
5665,这个是还没写，还是漏了,6
5666,加注释吧,12
5667,null在后,12
5668,加private 和注释,12
5669,最好写在一起,12
5670,方法和变量的注释,12
5671,加头注释,12
5672,不应该有,12
5673,需删除,12
5674,这些值怎么来的，最好加个注释,12
5675,空类 还没有解释,12
5676,多空格,12
5677,需要使用c#的注释方式,12
5678,缺少文件头注释,12
5679,缺少花括号,12
5680,0是试看还是1是试看?,0
5681,中文需要提到多语言文本里,12
5682,中文需要提出到多语言文本中,12
5683,中文提取到多语言文本中,12
5684,中文提取到多语言文本中,12
5685,注释代码,12
5686,注释代码删除,12
5687,[TicketNo:] AR000C8QG9应该去掉,12
5688,不return使用上一次的请求结果会出问题吗,0
5689,多余的unity注释,12
5690,简要描述没写,12
5691,日志不能打印无用内容,14
5692,多语言处理,12
5693,无用代码删除,12
5694,添加类注释,12
5695,中文注释添加到多语言文本,12
5696,类的描述,12
5697,注释删除,12
5698,重复注释,12
5699,参数描述,12
5700,mediaPaths 没有用到？,0
5701,多了一个分号,12
5702,参数注释不填写就删掉,12
5703,注释代码,12
5704,"if中有return,没必要有else",12
5705,代码格式化,12
5706,未做多语言,12
5707,这些能提取公共方法，通过传参来调用吗,6
5708,魔鬼数字，用常量代替,12
5709,用英文  不要用拼音,12
5710,日志级别不对，中文日志,12
5711,中文日志,12
5712,注释掉的代码,12
5713,未多语言,12
5714,编辑器代码？测试代码？,0
5715,无用的注释,12
5716,中文日志,12
5717,不是公共方法,12
5718,注释没删除,12
5719,return 没写,12
5720,空格不需要,12
5721,日志级别，以及日志内容,12
5722,测试代码删除,12
5723,编辑器编译宏错误，编辑器代码没有屏蔽,12
5724,中文日志删除,12
5725,放大倍数1.1基类里面有，不需要重复定义,12
5726,“1”代表什么?,0
5727,类注释缺失,12
5728,代码注释缺失,12
5729,日志级别错误，这里应该是提示级别的日志吧,12
5730,界面位置基类viewbase中已经有了，不需要重复定义，不方便统一修改；设置界面位置请写在方法SetinitPos中,14
5731,用常量代替,12
5732,重复代码，放大系数基类中已经定义,12
5733,按钮放大系数基类中已经定义，不需要重复定义,14
5734,空方法，删除,12
5735,空方法删除,12
5736,这里会出现close界面后无打开界面的情况,12
5737,c常量Vector3.Zero代替,12
5738,中文注释,12
5739,无注释,12
5740,方法名应该是大写,14
5741,常量,12
5742,TODO注释可删除,12
5743,方法参数注释不添加就删掉,12
5744,"为啥是""00:00:-03""？可否用字符串常量代替",6
5745,类注释缺少,12
5746,注释不准确,12
5747,用StringBuilder,12
5748,无用逻辑，上面已做过判空。这里不需要重复判断,14
5749,vodBriefInfo为null的话，会造成空引用吧,12
5750,用String.Empty代替,12
5751,为啥不直接隐藏SetActive(false),12
5752,常量提取出来,12
5753,请用常量代替,12
5754,常量字符串,12
5755,基类里面有无动画的方法,12
5756,日志级别不对，这里是正常的分支打印不应该为Error级别的提示,14
5757,用一个=行判断就行,12
5758,break抽取出来,12
5759,测试代码,12
5760,更改代码没有更改注释,12
5761,名称与代码不相符,12
5762,用==判断string类型的比较,12
5763,代码未格式化,12
5764,用常量代替字符串,12
5765,代码缺少注释,12
5766,无用代码，,12
5767,日志过多,12
5768,常量代替,12
5769,为啥是0.1，可以用常量代替,12
5770,上面已经对AjObj使用new生成了对象，不会为null，判断多余,14
5771,要统一写在string.xml脚本,12
5772,注释位置,12
5773,为什么是0.可以用常量代替,12
5774,无用代码,12
5775,25常量,12
5776,空字符串用String.Empty,12
5777,无用的注释就删除,12
5778,为什么在Update中打印日志,6
5779,phoneBatteryClass为空,12
5780,数组会越界吗？,0
5781,错误注释,12
5782,事件没有解注册,12
5783,中文字符,12
5784,为什么要循环打印日志？,0
5785,冗余log,12
5786,DispatchEventOnce触发一次后就取消注册了,12
5787,CheckLoopLocalvideo方法的功能是设置 isLoop参数,12
5788,注释和方法实际功能不相关,12
5789,"可直接写""0""",12
5790,未删除注释,12
5791,未格式化,12
5792,应该是RemoveEventListener,12
5793,用常量const,12
5794,可以用Color.White替代,12
5795,textureHeightScale和textureWidthScale可以去掉，两个变量不会同时用到,14
5796,方法名应该通俗易懂,12
5797,注释代码,12
5798,中文代码,12
5799,多语言，中文代码,12
5800,空方法删除,12
5801,注释缺失,12
5802,"string.Format(StringResource.Get(StringResource.NOTVIPTIME), """"), 使用空字符串可以使用string.Empty",12
5803,不能异常抛出,12
5804,packageId若为空会报参数异常，请做空引用和空字符串判断,14
5805,写法不优雅,4
5806,无注释，完全不知道这个字段的意义,12
5807,不能有中文字符串,12
5808,用宏,12
5809,一样的，可以去掉,12
5810,这俩接口有啥不一样？,0
5811,"测试一下代码review
* [ ]  
1.  
*  `
>  ********`",12
5812,还不如是服务器内部错误的描述了,4
5813,这些值范围到时候看数据库配置多少了,4
5814,版本号统一管理 ，这里几个都是,12
5815,provided不应该删掉,12
5816,为什么要自己写，使用cse/nuwa的动态配置获取接口了,14
5817,pom文件暂时不提交,4
5818,这个为啥不是{{}}？,12
5819,这个文件时怎么回事了？,1
5820,日志已经配置了，不要去覆盖了，还原了。,10
5821,这一句呢,0
5822,还原会改好的了,4
5823,改为3.17,12
5824,这边缺这个包,12
5825,这个文件没修改什么啊，编码格式问题？,4
5826,这里放开,4
5827,还应该包括 tips-search  tips-mng,12
5828,这个后面合进去,4
5829,整个文件还原了,4
5830,无用代码删除，注释是不行的,4
5831,里面都是用的log4j2,4
5832,直接删掉了，不要用注释去删代码,14
5833,所有的`application/json;charset=UTF-8`  都需要改成  `application/json  否则日志会一直打印错误。,14
5834,怎么又注释掉了？,1
5835,那就改成`Cache cache`了,12
5836,"哪个地方用到了log4j,都是log4j2了吧",4
5837,code formatter使用代码库上面 IDE目录下的,12
5838,用的是代码库里面那个格式化文件？,4
5839,的想个办法避免再出现这个情况了,0
5840,其他配置不拿过来 会不会是拿这个文件去覆盖？导致原来值没有了,11
5841,明文？安全红线问题,10
5842,线程都给个名字,12
5843,这个又把别人的代码覆盖了，请还原,4
5844,浏览量，点赞量怎么是个string类型的，不应该是long吗,14
5845,已经统一到同一个加密防范EncryptUtil中，废除该类。。。,14
5846,全部变化了？,0
5847,java.util.Collections 工具类应该有个emptyList方法，这个方法返回一个空的list，这个list应该是静态常量，因此可以提升性能，避免每次都在代码new一个空的List,14
5848,通用的返回成功或者失败，jForumRet 应该可以提供一个方法,12
5849,debug日志不打入参，除了知道这个函数被调用之外，其他的在问题定位上没有任何帮助，,14
5850,日志有占位符，但是没打印消息的enventId,14
5851,为啥一开始不把userRole放到authorization 中去，而是吧role放进去？,0
5852,这个构造方法是否有调用场景？没留意到~,12
5853,不要把日志默认输出方式的修改提交上库,12
5854,需要考虑绝大部分用户都没有访问记录时缓存穿透的应对策略。,14
5855,两个空格~,12
5856,方法注释没有，其他地方类似~,12
5857,Assembler去哪儿了？,0
5858,"这个逻辑优化一下~
stream.filter()",12
5859,这里把异常吃掉，会导致内部异常被展示为用户不存在，没能正确反映真实的错误原因。,14
5860,中间不要空行~下同,12
5861,属性注释~,12
5862,可以考虑使用java 8的新特性，代码会简洁许多。,14
5863,这个逻辑太复杂了，可以简化一下，先把思路理清晰,12
5864,对应的，这里是不是应该使用Double.MIN_VALUE,14
5865,作为一个在循环中被调用的方法，其中不能出现访问第三方或者数据库的代码。,14
5866,把非持久化的业务逻辑放到DomainService中去~,12
5867,"既然是List<UserRole>,那变量名就叫 userRoleList 或者 userRoles 吧~",12
5868,类注释和方法注释,12
5869,好复杂，一个语句不就搞定了吗？,8
5870,这个怎么还在？,15
5871,直接删就好了，先查一下是干啥？,8
5872,"这里需要考虑在用户实际并无关注关系下的缓存穿透问题。
实际场景中，绝大部分的APP用户是没有对论坛的关注关注或者访问关系的。
需要把这部分用户对数据库的压力降下来。",14
5873,注释哪儿去了？,8
5874,这里如果不再使用smembers，是不是可以把common的smembers的封装删掉了？,14
5875,"这里可以使用stream的map方法来做映射，直接映射为目标集合。
当然你当前的写法也是没有问题的。",14
5876,这里把异常吃掉而不是暴露出去，是出于什么考虑？,0
5877,stream有个filter()，这里很适用哦~,12
5878,基础类 是什么意思？,0
5879,方法命名和含义不明确，没看出两个方法分别侧重点是啥。,12
5880,没看懂。。。,0
5881,"为什么authorization.getForums() 获取到的是List<UserForum>
而 authorization.getForums()  获取到的却是List<Role>而非List<UserRole>?
数据的封装能不能一开始构造的时候就准备好，而不是用的时候在Service或者Repository中现场封装和构造？",14
5882,主题？,15
5883,这是什么鬼！！！！谁告诉你key是这个拼接规则了！！！！！！！！！,8
5884,为什么这么复杂？一个语句不就搞定了？,8
5885,角色不存在还是版块不存在？,0
5886,循环中访问数据库~,12
5887,dateline应该使用请求中传入的时间吧？,12
5888,魔鬼数字~,0
5889,其他角色不返回吗？,0
5890,"这个操作所在的方法是在循环中被调用的，需要改为单次的批量查询。
不需要在循环中访问第三方或者数据库。",14
5891,"发送消息放Repository是否合适？
你把Repository当成大杂烩啦？",12
5892,感觉没必要转换，直接使用Repository的返回值继续返回就可以了吧？,12
5893,要用饿汉模式~,12
5894,"直接清理不就好了？为什么还要先查一下？
另外，方法命名与实现不符。
另外，我记得这里说是要用饿汉模式吧？",8
5895,"只允许在RedisRepository中操作缓存！！！！！！！
注意分工！！！！！！！！！！！！！！！",8
5896,方法注释~,12
5897,领域模型~,12
5898,注释~,12
5899,类注释，方法注释~,12
5900,是否可以放到构造方法中去？这样就不需要显式来生成ID了。,14
5901,这里有两个空格~,12
5902,clear 是否会影响total的准确性？,12
5903,循环中访问UP~,12
5904,"这里的逻辑不适合放在Repository，
Repository的分工是对存储的封装，这里包含了太多业务逻辑。",14
5905,类注释、方法注释~,12
5906,同样的，为什么不抛异常出去？,12
5907,方法注释,12
5908,为啥不用dto的注解搞定？,12
5909,这些是不是可以删掉了？,12
5910,类注释没有~其他地方类似,12
5911,类注释,12
5912,"让数据库去做过滤，让查询到的结果直接可用~
否则经过过滤之后，结果集可能不足其该有的数量。",14
5913,大哥！我快哭了~就不能好好确认一下key的拼接规则吗？？？？,8
5914,注释~,12
5915,使用stream.map()可以直接映射为目标集合。,14
5916,不要在循环中访问第三方和数据库,12
5917,permission是必填参数吧？,12
5918,这个校验是否必要？,12
5919,写死了？？？？？,15
5920,并且 方向为next,12
5921,循环中访问数据库，不允许~,12
5922,"这里可以使用stream的map功能，直接映射得到目标集合。
当然，当前的写法也是没有问题的。",14
5923,dateline应该使用外部传入的时间吧？,12
5924,"只有RedisRepository才能操作缓存！！！
另外key拼接规则不对！！！",8
5925,两个方法可以归一~,12
5926,这里是故意留下的吗？,0
5927,"expire后面统一加个单位吧：
.seconds
.days

另外，最后一个visiting.forum.dcs.expire.mysql 到底是dcs还是mysql？
上面两个怎么都有两个“dcs”出现？

following.forum.dcs.expire.seconds=604800
visiting.forum.dcs.expire.seconds=604800
visiting.forum.mysql.expire.days=30",14
5928,"命名风格与上面一致：
visitingForum改为 visiting.forum
followingForum改为 following.forum

另外，加上一个使用场景的描述(卡片查询)：
visiting.forum.card.query.limit
following.forum.card.query.limit",14
5929,"使用Collections.emptyList()吧，尽量使用基础包。
另外，Collections.emptyList()是固定使用一个常量空List,更加节省开销。
其他几处不再单独标记了~",14
5930,这个成员变量删掉~,12
5931,"当direction=0时，这里的固定排序会导致查询有问题。
试想从第三页往回翻，理应查询到第二页，
按照当前实现会返回第一页的数据，而非第二页。",14
5932,last_visit_time，create_time 需不需要更新？,12
5933,这两个方法有啥区别？,0
5934,这个dcsService不要出现在非Redis的Repository中~,12
5935,为啥又查一遍？？？？,15
5936,使用常量类 RedisKey来构造,12
5937,这个find是干啥用的？,0
5938,说好的饿汉模式呢？,8
5939,逻辑混乱，不知道这个方法想干嘛。。。。。。。。。。。。。,15
5940,更新一个“状态”比较合适，建议把action->status的映射放到domainService来完成。,14
5941,怎么又查一遍？,15
5942,"stream.collect(Collectors.toMap(x,x))可以直接得到map",5
5943,方法命名与实现不符,12
5944,这个find是干啥的？,0
5945,这里action不合适~,12
5946,这个find有啥用。。。。,8
5947,怎么有两个key？,0
5948,"Stream.collect(Collector.toMap(t-> JSON.toJSONString(t), t->t.getLastVisitTime().getTime()) 
可以直接得到map",14
5949,说好的饿汉模式呢？？？,8
5950,status和action是两个不同的概念，这里仅仅是恰好两者的枚举值一致罢了，不能混用，需要定义两套枚举并形成映射。,14
5951,可以考虑把这个移到Repository中去，Repository直接返回OffsetResultSet就可以了。,14
5952,魔鬼数字。。。而且直接使用常量了，放到方法调用的入参上就好了，这个临时变量没有意义。,14
5953,"这里建议加个<if> 标签，允许visitTime传空。
同时允许传入status，也是可选。
不然感觉很专用，方法名就要改成  updateVisitTime 了~",14
5954,"改个名字，容易和refreshCache的定位搞混。
就叫update吧，和isnertOrUpdate的地位相同。",14
5955,"还是改个名字吧，这里看着果然别扭。
叫 getAndRefreshCache 吧",12
5956,mapper查集合本来就不会返回null的吧？,0
5957,"这个过期时间是mysql用的，为啥配置项上有dcs的字样？

改为 visitingForum.mysql.expire 吧",12
5958,建议改为FollowingForumRedisRepository,12
5959,"1）两次使用就提取为临时变量。
2）另外key的拼接模板作为常量处理，形如：“ssss %d ssxs %d”。然后format得到需要的key。",14
5960,这里是不是没有考虑direction为0的场景？,12
5961,建议改为 FollowingForumService,12
5962,这里为什么要填充0，id是Long类型呀！,12
5963,request有没有判空？,12
5964,"strem的filter功能了解一下？
或者在数据库SQL查询时直接过滤掉多好~",12
5965,缺少方法注释,12
5966,无用的变量要删除,12
5967,“8”不要写死，读取配置传进来。,12
5968,beanName与类名相同可以不必显示声明,12
5969,同上，无实际修改的文件不要提交,12
5970,"1）没有声明bean
2）建议改为 VisitingForumRedisRepository",12
5971,代码缩进格式不对,12
5972,"改为
following.forum.expire.dcs
visiting.forum.expire.dcs
visiting.forum.expire.mysql",12
5973,懒加载的话，缓存加载的动作怎么没有看到？,12
5974,缺少类注释,12
5975,需要考虑软删除（已取消关注）情况下的再次关注,12
5976,beanName与类名一致不需要显示声明beanName了吧？,12
5977,不用用返回值承载JForumRet,12
5978,这行代码永远走不到的吧？,12
5979,建议改为void,12
5980,我们的删除都是软删除吧？确认一下。,12
5981,"这里不要返回null，即便没有数据，也是要返回hasNext等其他数据的。
OffsetResultSet中有对 list为空的适配，这里的if判空可以不要，直接构造OffsetResultSet返回即可。",14
5982,赋默认值的动作在controller完成，不要放到这么底层来。,12
5983,"不建议在Repository这里返回JForumRet，声明为void就好。
非0的Ret都是通过异常来抛出到外层的，0 Ret在controller正常填充到Rsp即可。",14
5984,bean为单例模式，严禁在bean中定义非静态或者非单例的成员变量。,14
5985,"没看到这个值拷贝有什么意义，两个ResultSet有什么区别？
另外，这里返回List就够了吧？",12
5986,提取为构造函数,12
5987,"1）不要通过方法返回值返回JForumRet
2）不需要new JForumRet， 可以直接使用枚举值CommonErrorCodeEnum 来获得，
   形如：CommonErrorCodeEnum.SUCCESS.toJForumRet()",14
5988,建议改为find,12
5989,"两个方法命名风格不统一。
followForum 意味着可能会follow其他东东，那么find也要相应增加描述。
建议都先不加Forum，后面有其他关注的时候再考虑通过什么手段进行区分。",14
5990,这个配置文件不需要在content的test目录下手动添加了，最新的代码已经支持依赖的配置从common自动拷贝了。,14
5991,尽量不要返回null，改为返回空list,12
5992,following和visiting的两个缓存key，建议参考这个在content中弄一个类似的实现，集中管理。,14
5993,考虑改为UNION ALL ，性能会稍好一些,14
5994,这是个什么操作？,0
5995,正式代码中，不要输出日志到控制台,12
5996,分表是MySqlRepository才需要关心的事情，这里应该不需要的吧？,12
5997,新增时，update_time也要一起赋值，取值与create_time 相同,14
5998,领域对象中不体现offset，这个字段删掉,12
5999,"通过在类名上增加 Forum ，这里方法名可以不必体现 Forum, 改为follow就好。",12
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
