,cr,CrType,Sentiment,Knowledge,UltimateCategory
6863,注释不对,1,0,0,4
6864,最好与其他的useid保持一致,1,1,0,1
6865,这个逻辑为什么要这样改？,1,0,0,4
6866,存在保护,1,0,0,4
6867,确认一下没有订单的情况下是否能开卡,1,1,0,1
6868,日志,1,0,0,4
6869,流忘记关了吧,1,0,0,4
6870,双击后退是否也走这个流程?,1,0,0,4
6871,"计算量极小不会影响性能；
如果修改了显示模式这个地方要重新取，这样保险点",1,1,1,0
6872,改成跨境,1,1,0,1
6873,同上,1,0,0,4
6874,把同步标识传进来就可以了吧，不用传整个请求对象,1,1,0,1
6875,关于国家语言的请确认清楚是否需要删除,1,1,0,1
6876,不要放到最后,1,1,0,1
6877,包括接下来的几个xml为什么又这么多的注释代码,1,0,0,4
6878,如果只是返回客户端则不需要定义，在日志中体现即可。,1,1,0,1
6879,为什么要这样修改？,1,0,0,4
6880,注释和文件名不符合,1,0,0,4
6881,保护,1,0,0,4
6882,替换为 OnNoRepeatClickListener,1,1,0,1
6883,魔鬼数据字符等需要改一下，里面很多类似问题,1,1,0,1
6884,无用的注释，,1,0,0,4
6885,需要加事务@Transactional,1,1,0,1
6886,考虑替换成 OnNoRepeatClickListener    防止快速点击导致重复执行,1,1,0,1
6887,不要tab键,1,1,0,1
6888,"命名尽量写稍微有意义的, params或者layoutParams",1,1,0,1
6889,背景色统一成A1,1,1,0,1
6890,参数校验已经确保classId不为空且为-1吧？,1,0,0,4
6891,多余空格,1,0,0,4
6892,构造方法不对,1,0,0,4
6893,"这块如果涉及到字符串, 是否应该放到fwk还是一个问题, 周一我们一起讨论一下",1,0,0,4
6894,"现在没有incognito的入口。
我是在这统一都将新建tab的图标都替换了，然后把新建tab的资源文件再都删掉",1,1,1,0
6895,注释,1,0,0,4
6896,名字起成VIEW_TYPE_FILM_HOR_SCROLL比较合适,1,1,0,1
6897,加上前缀标识,1,1,0,1
6898,不要搞成 默认为空,1,1,0,1
6899,注释不对,1,0,0,4
6900,使用工具类 ActivityUtils.safeStartActivity,1,1,0,1
6901,使用defaultLanguage,1,1,0,1
6902,"monthduration[2]:{} or monthsubnum[5]:{} not bigger than cpservice[6] {}

后面点号也不要了",1,1,0,1
6903,越界检查,1,1,0,1
6904,加个try/catch,1,1,0,1
6905,也是,1,0,0,4
6906,e级别的吧,1,0,0,4
6907,e级别,1,0,0,4
6908,改回去,1,1,0,1
6909,如果只是本类用，改成private,1,1,0,1
6910,也是删,1,0,0,4
6911,节目ID还是内容ID？,1,0,0,4
6912,这个是什么意思？,1,0,0,4
6913,提取IP地址出来，即HOST部分；,1,1,0,1
6914,多余变量,1,0,0,4
6915,去掉一部分,1,1,0,1
6916,改下，全部的跟部分不一样,1,1,0,1
6917,0\1\2 都是什么意思？,1,0,0,4
6918,改动了原有的逻辑，mVolumeInfo是有可能为空的，可能会导致crash,1,0,1,2
6919,这个后续应该是H5界面,1,0,0,4
6920,不支持重复执行,1,0,0,4
6921,"这是出于什么考虑? 如果是为了性能考虑, 其他地方应该也有类似的逻辑, 可以考虑在一个地方统一维护, 比如NetworkStatusManager",1,1,1,0
6922,参数传递没有意义，广告只有普通购买的场景,1,0,0,4
6923,删,1,1,0,1
6924,改成MAP,1,1,0,1
6925,先去看一下HTTP HEADE再改,1,1,0,1
6926,商用代码中，密码是要加密保存的,1,1,0,1
6927,建议不要用太多的加号连接字符串，并注意字符串有可能为空的情况,1,1,0,1
6928,去除,1,1,0,1
6929,"存在ANR的可能,但是OOBE开机向导调用浏览器时,浏览器还没有启动过,所以这些操作还是需要同步执行的",1,1,1,0
6930,这个不要，用requestHeaders.,1,1,0,1
6931,是否需要打印e级别的日志 方便后续定位,1,1,0,1
6932,不要,1,1,0,1
6933,建议直接用context去获取 而不是button.getContext 除非有特殊设置,1,1,0,1
6934,"参考之前的activity
使用meta data属性，适配EMUI主题",1,1,0,1
6935,多空一行,1,1,0,1
6936,这个adapter涉及多线程操作，建议判空，防止空指针,1,1,1,0
6937,这个为何要判断，new 出来的不可能为空,1,1,1,0
6938,建议将null放在前面,1,1,0,1
6939,不要的删了，上面也是,1,1,0,1
6940,不要修改编码格式,1,1,0,1
6941,改成HOST,1,1,0,1
6942,这里也要补充上述新增的字段,1,1,0,1
6943,这里是让你写服务器的地址，不只写本机地址；,1,1,0,1
6944,无用的就删除吧,1,1,0,1
6945,这些接口直接在vodplayerpresenter实现,1,1,0,1
6946,这里面的三个字段修改了默认值，这个需要业务侧确认判断逻辑的,1,0,1,2
6947,可以统一Logger.Level,1,1,0,1
6948,interface不应该实现方法,1,0,0,4
6949,构造函数没有写成私有的,1,0,0,4
6950,写错了，请忽略,1,0,0,4
6951,删,1,1,0,1
6952,直接这样打印是否会引起codex 咨询一下 导师,1,1,0,1
6953,导入这个干吗？,1,0,0,4
6954,为啥这个地方打点？,1,0,0,4
6955,建议用context 而不是textView.getContext,1,1,0,1
6956,无用的入参，请删除,1,1,0,1
6957,之间空一行,1,1,0,1
6958,"缺少INIT, 未发生网络变更的情况下, 当前网络类型识别不正确",1,0,0,4
6959,不要持有vodPlayerView，持有自己的广告view,1,1,0,1
6960,提交上来的代码别打开STDOUT,1,1,0,1
6961,调试代码请删除后入库,1,1,0,1
6962,删,1,1,0,1
6963,成员变量改成private,1,1,0,1
6964,这个等号要加么？,1,0,0,4
6965,"已参照模板修改, 不过这个html可能不是最终版, 可能在样式上还有修改, 一切还要看产品对该html的后续修改",1,0,0,4
6966,不改了,1,0,0,4
6967,已添加修改,1,0,0,4
6968,mContext判空,1,1,0,1
6969,删,1,1,0,1
6970,删,1,1,0,1
6971,这个顺序对么？,1,0,0,4
6972,注释和代码隔一行,1,1,0,1
6973,不要全部格式化,1,1,0,1
6974,是不是应该是private static,1,1,0,1
6975,queryAdvertInfo可以从内部传入，不需要从vodPlayerPresenter获取,1,0,0,4
6976,构造函数没有写成私有的,1,0,0,4
6977,sourcetype 和 sourceid是不是设置反了,1,0,0,4
6978,不要去掉非中文字符的过滤逻辑,1,1,0,1
6979,修改命名,1,1,0,1
6980,改回去,1,1,0,1
6981,注释没有写清楚含义,1,0,0,4
6982,如果是HISTORY时，isHotLaunch()会进入两次，优化条件判断,1,1,0,1
6983,常量建议定义个常量值 避免出错不统一 以及不好理解,1,1,1,0
6984,可以根据userid非空与否来判断，无需增加参数,1,1,0,1
6985,"""ext""用来表达""评论""的意思？命名没有表达出真实的含义",1,0,0,4
6986,构造函数没有写成私有的,1,0,0,4
6987,确定没用的，可以删除。,1,1,0,1
6988,删,1,1,0,1
6989,数据结构需要重新定义,1,1,0,1
6990,改回去,1,1,0,1
6991,签名有定义常量SHARE_TEXT_TYPE,1,0,0,4
6992,[Twitter/Facebook/WhatsApp分享 文本内容管理]   描述不对,1,0,0,4
6993,1 是什么意思？,1,0,0,4
6994,基类已经处理,1,0,0,4
6995,为空不返回即可，无需在做空字符串赋值,1,1,0,1
6996,不要全部格式化,1,1,0,1
6997,提交上来的代码别打开STDOUT,1,1,0,1
6998,已和UX确认，如果没有特殊要求尽量和国内保持一致,1,1,0,1
6999,改成MAP,1,1,0,1
7000,不需要行,1,1,0,1
7001,需要捕获异常。如果类型转换不成功，需要有日志,1,1,0,1
7002,这个解耦改动需要找A_NAME确认下，我之前和他沟通了解到这次改动是需要单独建立自己业务模块的生命周期的，他们不希望在Main里面看到业务调用，所以不仅仅只是封装工具类，具体修改方法可以咨询A_NAME,1,1,1,0
7003,为什么重写一个上报方法，跟丛丛沟通清楚后反馈,1,1,0,1
7004,这个强转是否必要？是否合理，请确认,1,1,0,1
7005,不要的代码删除掉,1,1,0,1
7006,影响获取活动中奖记录中的电话号码,1,0,0,4
7007,中文对外名称统一，Partner/伴侣/A_NAME伴侣/路由伴侣 统一成一个名字,1,1,1,0
7008,getPlayerAdvertView 和 getQueryAdvertInfo不要再对外暴露,1,1,0,1
7009,此处括号多余,1,0,0,4
7010,改成MAP,1,1,0,1
7011,HEADER没设置,1,0,0,4
7012,"文章阅读跟信息流有什么关系？
这段代码问题太多，一定要先找到打点的入口
1、需求理解不清晰
2、为了拿cpid，不考虑性能，循环打印的意义？
3、updateTags写这里是什么意思",1,1,0,1
7013,照着刚才的思路去搞,1,1,0,1
7014,这个位置是否区分多渠道？,1,0,0,4
7015,用户名密码不要打印出来,1,1,0,1
7016,"重新命名
避免出现deal这种不知道干什么的单词",1,1,0,1
7017,恢复异常终止的情况下，successNum没有重置成0.下次可能出现计数异常,1,0,1,2
7018,多一行,1,0,0,4
7019,和下面的问题一样，修改了逻辑，可能crash,1,1,0,1
7020,消息名称要用有意义的名称,1,1,0,1
7021,这个地方默认为-1,1,0,0,4
7022,直接用标准异常即可,1,1,0,1
7023,删,1,1,0,1
7024,注释与上面的代码直接增加1个空行,1,1,0,1
7025,在其他模块新增呢,1,1,0,1
7026,请使用白名单代替“或”条件。ShareMessage不需要加上这些包名常量。直接写到白名单里,1,1,1,0
7027,不需要加前面的值,1,1,0,1
7028,"1、Toast 应该用工具类
2、此处是否要弹出toast，需要确认UX和规格
3、字符串硬编码
4、增加log日志便于定位问题",1,1,0,1
7029,版本格式不对,1,0,0,4
7030,短视频时如果文件损坏，toast的提示规则需要再和GUI确认修改,1,1,0,1
7031,无需加实体限制,1,0,0,4
7032,关键字都小写,1,1,0,1
7033,"常量。
提交后修改下",1,1,0,1
7034,增加日志,1,1,0,1
7035,"默认值不要为null, 避免不小心的nullexception",1,1,1,0
7036,用户名密码不要打印出来,1,1,0,1
7037,常量建议抽取,1,1,0,1
7038,只有这个类自己用，应该用private,1,1,0,1
7039,"公共转换类增加判断,isNeedCache为true的时候才设置cacheKey",1,1,0,1
7040,多余的STDOUT,1,0,0,4
7041,命名不准确，可以考虑MovieAdvertLogic,1,1,0,1
7042,删,1,1,0,1
7043,确认不要就删了。,1,1,0,1
7044,改回去,1,1,0,1
7045,从方法名看不出是什么功能,1,0,0,4
7046,不需要行？,1,0,0,4
7047,格式化代码，花括号单独占一行,1,1,0,1
7048,增加判空检查,1,1,0,1
7049,下面增加RSP为空的处理,1,1,0,1
7050,同上,1,0,0,4
7051,修改了DBID，翻译有问题,1,0,0,4
7052,没有做空指针判断,1,0,0,4
7053,注释,1,0,0,4
7054,使用StringBuilder,1,1,0,1
7055,这里面没写日志的吧？,1,0,0,4
7056,注释story,1,1,0,1
7057,没有添加story,1,0,0,4
7058,名字改下,1,1,0,1
7059,方法命名不规范,1,0,0,4
7060,在if userid = null 的else分支里判断接口，无需重复判断phoneNumber为空,1,1,0,1
7061,使用StringBuilder,1,1,0,1
7062,这块日志写的不对,1,0,0,4
7063,没有story,1,0,0,4
7064,像这种可以答应debug级别，算不算业务关键逻辑，只是我们代码实现的一种手段,1,1,1,0
7065,日志打印需要关键信息：比如没有从数据库获取到xx活动的xx用户的拼团记录,1,1,0,1
7066,"这么做太危险了, 不能通过分辨率提供不同的margin值来实现吗?",1,1,0,1
7067,加一下中文注释....原有的注释能保留尽量保留,1,1,0,1
7068,注释不规范,1,0,0,4
7069,和java关键字相似,1,0,0,4
7070,格式,1,0,0,4
7071,格式,1,0,0,4
7072,用 padding_m,1,1,0,1
7073,类型校验,1,0,0,4
7074,编码规范,1,0,0,4
7075,格式仍然不对,1,0,0,4
7076,合到一起,1,1,0,1
7077,使用StringBuilder,1,1,0,1
7078,注释,1,0,0,4
7079,这个为什么要改为false？修改和，和下面的参数校验不符合,1,1,0,1
7080,没有增加story,1,1,0,1
7081,空格,1,0,0,4
7082,songCodes[i]是否有可能为空？,1,0,0,4
7083,这个地方activity为啥是空的？,1,0,0,4
7084,注释,1,0,0,4
7085,注释不规范,1,0,0,4
7086,不能直接调用老的controller吗？,1,0,0,4
7087,注释,1,0,0,4
7088,这个方法名改一下,1,1,0,1
7089,"一是翻译要准确简洁一点，二是信息完善一点,团未开奖，是什么原因未开奖，是哪一个活动的哪一个团没开奖，",1,1,0,1
7090,合到一起,1,1,0,1
7091,格式化代码,1,1,0,1
7092,先判空处理，返回,1,1,0,1
7093,注释,1,0,0,4
7094,不要用left和right,1,1,0,1
7095,try catch 不需要了,1,0,0,4
7096,使用slot前，先判空,1,1,0,1
7097,时间,1,0,0,4
7098,注释,1,0,0,4
7099,要改掉,1,1,0,1
7100,自己提交的字符串不能加priority,1,1,0,1
7101,注意排版格式,1,0,0,4
7102,全量脚本直接加在表里面,1,1,0,1
7103,新增资源ID命名按照工程规范定义,1,1,0,1
7104,"希望子view不要持有父view, 至于刷新完成的回调, 建议通过其他方式(回调或者通知之类的)",1,1,0,1
7105,为何要在这里设置横屏?,1,0,0,4
7106,命名不规范，使用驼峰式命名变量,1,1,0,1
7107,添加下注释,1,1,0,1
7108,可以不用判断，直接用PUT,1,1,0,1
7109,这两个是内部页面，不需要开放路由能力。,1,1,0,1
7110,空行太多,1,0,0,4
7111,建议使用工具类TextViewUtils的方法实现,1,1,0,1
7112,"不要用原来chromium这一套, 带来额外的复杂度",1,1,0,1
7113,自己提交的字符串，不能加priority标签，去掉,1,1,1,0
7114,建议类型改成 tinyint，后面不要加长度，增加1个默认值,1,1,0,1
7115,格式,1,0,0,4
7116,正则有点问题，可以逗号开头,1,1,0,1
7117,成员变量命名规范m开头,1,1,0,1
7118,url是否要判空,1,0,0,4
7119,流没有关闭，会内存泄露,1,0,0,4
7120,使用工具类ParameterHelper,1,1,0,1
7121,注释不对，不是角标广告,1,0,0,4
7122,废弃代码建议删除,1,1,0,1
7123,尽量使用EMUI间距库提供的,1,1,0,1
7124,判空,1,1,0,1
7125,都不判空了,0,1,0,5
7126,这个地方的初始值应该为-1,1,1,0,1
7127,数据需要转换,1,1,0,1
7128,此处未考虑国际化,1,0,0,4
7129,为什么要return 父？,1,0,0,4
7130,工具类,1,0,0,4
7131,这个文件的所有宽高不要写死，定义到dimen中去,1,1,0,1
7132,命名不规范，使用驼峰式命名变量,1,1,0,1
7133,命名不规范，使用驼峰式命名变量,1,1,0,1
7134,都不判空了,0,1,0,5
7135,这些应该放到TimeTicketsLevelConfigurator里面,1,1,0,1
7136,"""re""表示啥？手误输入？",1,0,0,4
7137,命名不规范，使用驼峰式命名变量,1,1,0,1
7138,判空,1,1,0,1
7139,多余的tab,1,0,0,4
7140,名字和文件对不上,1,0,0,4
7141,建议使用工具类TextViewUtils的方法实现,1,1,0,1
7142,定义成常量，有含义的,1,1,0,1
7143,同上,1,0,0,4
7144,逻辑判断错了，必定crash,1,0,0,4
7145,使用工具类ParameterHelper,1,1,0,1
7146,下次代码提交合成一个servlet-mapping,1,1,0,1
7147,尽量使用EMUI间距库提供的,1,1,0,1
7148,成员变量,1,0,0,4
7149,常量问题,1,0,0,4
7150,注意排版格式,1,0,0,4
7151,异常情况下也用默认获取时间的方式,1,1,0,1
7152,日志打印描述不准确,1,0,0,4
7153,版本号错误,1,0,0,4
7154,新增资源ID命名按照工程规范定义,1,1,0,1
7155,花括号另起一行,1,1,0,1
7156,废弃不使用的删除,1,1,0,1
7157,不修改接口返回对象,1,0,0,4
7158,从sysdata包中获取,1,1,1,0
7159,不需要init（）？,1,0,0,4
7160,此类应该不用了，删除,1,1,0,1
7161,格式,1,0,0,4
7162,使用ListUtil进行判空,1,1,0,1
7163,不需要先创建表，再修改表。,1,1,0,1
7164,请修改名字，intercept和consume不一样，这里是consume,1,1,0,1
7165,"迭代器不需要传到这个函数里面，checkParamter不通过，就在外面remove掉这个元素，这个逻辑好理解一些

还有一个，checkParemter拼写错了",1,1,1,0
7166,size -1 没必要定义常量,1,1,0,1
7167,这个颜色为什么放在paycommonbase_res,1,0,0,4
7168,版本号不要在这配置，要配置成变更,1,1,0,1
7169,魔鬼数字,1,1,0,1
7170,vodInfo可能为空,1,0,0,4
7171,这个不需要super方法吧,1,1,0,1
7172,获取屏幕宽度使用工具类ScreenUtils.getDisplayMetricsWidth()，有分屏场景会准确一些,1,1,1,0
7173,未完成的方法 加上TODO标识,1,1,0,1
7174,UP主也是继承BaseAppCompatActivity，要统一处理,1,1,1,0
7175,应该在这里校验不通过时，remove掉这个ID，并且生成结果对象,1,1,0,1
7176,"1. 空格
2. if里面已经return了，下面的不需要else条件",1,1,0,1
7177,不要的布局吗 不要的布局尽量删除或者注释,1,1,0,1
7178,删除,1,1,0,1
7179,不能抛出异常,1,1,0,1
7180,格式,1,0,0,4
7181,类的注释格式要修改,1,1,0,1
7182,why you exclude kafka-clients.. we should depend this library only.,1,1,1,0
7183,请A_NAME确认下，翻译变更有没有提交，这个被覆盖了,1,1,0,1
7184,getMediaController 在前面一处初始化好，比如成员变量,1,1,0,1
7185,这一大坨是？,1,0,0,4
7186,建议用String.valueof()进行修改,1,1,0,1
7187,配置项模板也需要删除,1,1,0,1
7188,请加注释,1,1,0,1
7189,"打log,同上",1,1,0,1
7190,入参提前判断返回，设置条件不满足不需要更新,1,1,0,1
7191,请考虑使用封装的RegularEmuiButton,1,1,0,1
7192,这是分割线？分割线不是这么定义的啊,1,0,0,4
7193,建议删除无用代码,1,1,0,1
7194,最好还是去掉,1,1,0,1
7195,前台注释,1,0,0,4
7196,会不会导致最近播放永远达不到30了？看下,1,1,0,1
7197,格式,1,0,0,4
7198,这是还是写严谨一点吧，对getappinfo，get(0)，等值进行判空,1,1,0,1
7199,bitmap为null，走失败逻辑吧,1,1,0,1
7200,需要放在私有方法前面,1,1,0,1
7201,既然都已经getDefault的建议搞个临时变量吧，下面get了这么多次,1,1,0,1
7202,不要写死颜色值,1,1,0,1
7203,代码变更后，注释请同步修改。,1,1,0,1
7204,find出来的，原则上都要判空后再使用,1,1,0,1
7205,"LT不能带啊 你这个修改命名 属于新增字符串 新增字符串 不能带LT
LT表示翻译已经回稿了",1,1,1,0
7206,id传入是不是更好 要不然太定制化了,1,1,1,0
7207,不要把这个方法放在BrowserApplication里面,1,1,0,1
7208,敢再长一点吗,0,0,0,7
7209,7个参数，代码质量扫描不会有问题吗？ 超过5个应该会有代码质量问题。  以前为什么没扫描到，是屏蔽了吗,1,1,1,0
7210,我们不是有BrocastUtil吗?,1,0,0,4
7211,打log,1,1,0,1
7212,前面判断了isShowingErrorTab，这个地方还需要走判断么,1,0,0,4
7213,类名注释格式,1,0,0,4
7214,mmp-bean中已经有这个类了，不用再新增了吧,1,1,0,1
7215,注释版本号不一致,1,0,0,4
7216,entityList已经是queryNotReallyEntity()接口返回的，为啥还有进行NOT_REALLY_DATA判断，或者说判断是否可以移至queryNotReallyEntity()方法里面？,1,1,0,1
7217,前台注释,1,0,0,4
7218,元素命名最好不要太短，尤其是这种不是唯一的标示，可能会有重复导致误用,1,1,0,1
7219,类的注释格式要修改,1,1,0,1
7220,请加注释,1,1,0,1
7221,这个为空是不是地方找错了,1,0,0,4
7222,Contract不应该依赖Fragment,1,0,0,4
7223,"格式问题
写法问题",1,0,0,4
7224,格式化,1,1,0,1
7225,类的注释格式要修改,1,1,0,1
7226,这个是什么意思,1,0,0,4
7227,本地视频引用的资源放到localvideo module，Tools module只放公共定义,1,1,1,0
7228,没有unregister，是否会泄漏,1,0,0,4
7229,这个是v1、v2、v3共用的吧， v3是必传的， v2、和v1是非必传的， 因为用户当前用的旧版本是没有传这字段的，不能突然成必传,1,1,1,0
7230,完整的请求链接最好不要全部打印出来，考虑调去掉一部分或者匿名等方法（可能会被安全组的人质疑）,1,1,0,1
7231,格式,1,0,0,4
7232,类的注释格式要修改,1,1,0,1
7233,要多语言处理,1,1,0,1
7234,没看明白surfaceCreated和权限有啥关系?,1,0,0,4
7235,"某个影片有正本和副本。
如果查询出来列表中，副本排在正本前面，会不会有问题？",1,0,0,4
7236,判空,1,1,0,1
7237,入参也需要判空,1,1,0,1
7238,只使用1个com.weib.**就可以涵盖,1,1,0,1
7239,这个颜色适配深色主题的目的是？,1,0,0,4
7240,默认的放在private上面,1,1,0,1
7241,这思路有点不太明白,1,0,0,4
7242,"这个变量的意义不明, 如果不知道取什么名字, 请直接把shouldXxx方法放到if里头去",1,1,0,1
7243,建议protected方法放在私有方法的前面,1,1,0,1
7244,忽略云备份,1,1,0,1
7245,建议直接写成 boolean needCache = pageIndex == 1;就可以了,1,1,0,1
7246,"为啥要监听广播? 系统不是已经有事件了吗? BrowserEvent

这种实现方法是错误的, 有的系统无法生效",1,1,1,0
7247,我们代码minApi应该是21吧? 低于23的咋办?,1,0,0,4
7248,应该是未知网络,1,0,0,4
7249,不为空为什么不加这个if里面,1,1,0,1
7250,这是分割线？分割线不是这么定义的啊,1,0,0,4
7251,这里也是,1,0,0,4
7252,EMUI8.0 file方式安装的时候并没有走StagingAsyncTask，所以放这个位置不合适，要找另外一个地方来执行这个方法,1,1,1,0
7253,最好能清晰表述当前实体对象是什么,1,1,0,1
7254,为空的时候 是不是要用日志提醒一下,1,1,0,1
7255,这个是干啥的?,1,0,0,4
7256,类的注释格式请按标准修改,1,1,0,1
7257,去除日志,1,1,0,1
7258,去除日志,1,1,0,1
7259,这是分割线？分割线不是这么定义的啊,1,0,0,4
7260,这个颜色值 emui9.0没有提供吗,1,0,0,4
7261,"这个替换的目的是？
白色有的是适配深色主题的 有的是不适配深色主题",1,0,1,2
7262,代码注释去掉了,1,1,0,1
7263,点击触发的加载，不需要判断网络类型了吧,1,1,0,1
7264,这半边括号是否多余啊？,1,0,0,4
7265,volumeSourceInfo.getDuration() <= 0 直接走这个分支，后面的if可以简介点。,1,1,0,1
7266,we should depend on both 0.11.1 only AdminUtils. The other code is for 0.11 kafka version.,1,1,1,0
7267,DAO查询结果不能直接返回这种结构吧，如果查询结果有多条，那查询结果应该是一个LIST,1,0,1,2
7268,复写onTextChanged有什么作用?,1,0,0,4
7269,异常的地方的日志呢，出问题咋定位,1,0,1,2
7270,getactivty这个不是有全局变量表示吗,1,0,0,4
7271,不要自己定制系统图标,1,1,0,1
7272,空格,1,0,0,4
7273,日志打印写错方法名,1,0,0,4
7274,size -1 没必要定义常量,1,0,0,4
7275,mActivity = new WeakRefrence<Activity>(activity)是不是更好,1,1,0,1
7276,建议外部传入,1,1,0,1
7277,命名不规范,1,0,0,4
7278,addView前判null,1,1,0,1
7279,mVodDetailAdvertAdapter不需要判空？,1,0,0,4
7280,删了,1,1,0,1
7281,单词拼写错了,1,1,0,1
7282,这个方法目前只能调用一次有效；在思考下怎么通用,1,1,0,1
7283,从Map中获取service实例失败，需要设置code为400,1,1,0,1
7284,"1.能否抽到基类实现？
2.需要增加本地语言、服务端国家码",1,1,0,1
7285,异常分支补充一下日志,1,1,0,1
7286,多余的Toast,1,0,0,4
7287,使用工具类ViewUtils,1,1,0,1
7288,方法命名有问题，根本修改成getContentWidthForPadLandScape,1,1,0,1
7289,注释文件不对,1,0,0,4
7290,有两处调用的，分别是需要和不需要。,1,0,0,4
7291,没用的代码删了,1,1,0,1
7292,加到musicbase里,1,1,0,1
7293,没用到,1,0,0,4
7294,内存占用怎么样？比如加载一张20MB的图片,1,0,0,4
7295,判空不要轻易删,1,1,0,1
7296,日志打英文，，,1,1,0,1
7297,建议调换一下顺序 合法性、异常分支在前面直接 return,1,1,0,1
7298,不用单独的接口定义了，在原来的上面扩展就行,1,1,0,1
7299,"大哥。。。。。你直接调用LogM.e(""xxx"",false)，不带tag不就是默认的么",1,1,0,1
7300,"建议和boolean slotsIegal放在一起,这个地方定义和用到它的地方有点远，并且走下面return分支的时候，这个地方就不用定义了",1,1,1,0
7301,"这个看起来只有这一处调用, 那这个参数的意义是什么?",1,0,0,4
7302,"1. network是一个完整的单词，中间不要下划线
2. 统一使用network，不要用net",1,1,0,1
7303,已经修改。,1,0,0,4
7304,"没必要定义常量, 如果一定要定义, 至少命名不应该这么取, 以后万一改成regular, 还要同步改变量名?",1,1,0,1
7305,加日志,1,1,0,1
7306,这里功能有问题，个数只是本次请求返回数据，并不代表整个列表。如果后面要修改，请增加// todo 防止遗漏,1,1,0,1
7307,这个4，从哪来的？什么意思？,1,0,0,4
7308,方法名问题，参照下面的检视意见统一排查,1,0,0,4
7309,注释需要具体明确,1,0,0,4
7310,类描述需要补充一下,1,1,0,1
7311,补充类描述信息,1,1,0,1
7312,转成字符串,1,1,0,1
7313,定义常量,1,1,0,1
7314,FAILURE: Optimize all other configs also in one shot.,1,0,0,4
7315,放到css文件中引用,1,1,0,1
7316,private属性,1,0,0,4
7317,应该是false,1,1,0,1
7318,是否需要合入HVI,1,0,0,4
7319,新提交的字符串资源，这里状态不要写，去掉这块，这是翻译审校回来翻译合入的,1,1,0,1
7320,使用国际化,1,1,0,1
7321,返回可能为null，addView时会抛异常,1,0,0,4
7322,代码重构后这里看似无用，请删除，不然后续维护容易引起误解,1,1,0,1
7323,这个类已经废弃了,1,0,0,4
7324,这是什么意思？,1,0,0,4
7325,这个代码本来就是要删除的,1,0,0,4
7326,TAG要加A_NAME,1,1,0,1
7327,新增的2个颜色，并没有提供外部设置的能力，那么应该定义为常量,1,1,1,0
7328,已经恢复节约内存的方法。,1,0,0,4
7329,getContentResolver也要判空，getString源码里面没有处理入参为null的场景，会导致crash,1,1,1,0
7330,这个session不要打印了,1,1,0,1
7331,"这个命名看不明白
flag定义后有何意义，只是打日志？",1,0,0,4
7332,方法名拼写错误,1,0,0,4
7333,ArrayUtils直接搞定,1,1,0,1
7334,多处使用，提常量,1,1,0,1
7335,不建议变量加1,1,1,0,1
7336,"1、不要使用连续get，注意判null
2、新增字串到strings.xml里面",1,1,0,1
7337,建议修改下日志级别,1,1,0,1
7338,此处为什么修改,1,0,0,4
7339,会导致编译失败,1,0,0,4
7340,体现下最大失败次数是多少,1,1,0,1
7341,不要直接打印e，加上toString,1,1,0,1
7342,"url?
不是finalurl?",1,1,0,1
7343,国内海外类似的很多，请抽出基类,1,1,0,1
7344,两个单词建议下划线分割,1,1,0,1
7345,"就用MV = ""/content/fragment/mv"";这个定义",1,1,0,1
7346,魔鬼数字,1,1,0,1
7347,这个要从strings文件里获取,1,1,0,1
7348,未格式化对齐,1,0,0,4
7349,已经增加节约内存处理。,1,0,0,4
7350,黑名单才使用外部浏览器打开，其他网页使用webview打开,1,1,0,1
7351,格式化 是不是有问题,1,0,0,4
7352,这个是为了新浪广告提供的一个曝光率上报的方法，由子类继承,1,0,1,2
7353,用StringUtils,1,1,0,1
7354,mainactivty里面已经有该方法了,1,0,1,2
7355,这里判断为空，却丝毫不处理。如果只是为了定位问题，建议放到后面的构造方法中。不然看代码的时候很容易引起疑惑,1,1,0,1
7356,mActivity 与 message.getActivity() 是不同的？,1,0,0,4
7357,有没有更好的实现方式，比如放到simpleDialog中修改？,1,1,0,1
7358,重复代码,1,0,0,4
7359,"建议删除clearRestoreStatus()函数，在需要调用的地方，直接使用
AccountSetting.getInstance().clearRestoreStatus();",1,1,0,1
7360,定义常量,1,1,0,1
7361,需要合入HVI,1,1,0,1
7362,用StringUtils,1,1,0,1
7363,加日志,1,1,0,1
7364,应该加下划线分割,1,1,0,1
7365,return new ArrayList<>(getLogoAdapter())即可,1,1,0,1
7366,addAll类型的需要修改,1,1,0,1
7367,命名不清晰,1,0,0,4
7368,代码格式不对,1,0,0,4
7369,不需要判空了,1,1,0,1
7370,整个类中有多处魔鬼数字，建议排查，这要是飞检抽中了就是严重问题,1,1,0,1
7371,魔鬼数字，提成常量,1,1,0,1
7372,方法命名要改一下，看上去像advert构造方法,1,1,0,1
7373,按钮有左边距8？,1,0,0,4
7374,命名不要+m,1,1,0,1
7375,这个是什么意思 这是什么异常情况,0,0,0,7
7376,多余代码,1,0,0,4
7377,"1什么意思？
通过set注入的话，外面就不需要理解这个默认值了吧",1,1,0,1
7378,放在779行一起判下空,1,1,0,1
7379,方法名定义不准确，getUrls里面执行了关键的接口上报逻辑,1,0,0,4
7380,contents.get(i)可以定义成变量,1,1,0,1
7381,具体数字抽取到dimens中定义,1,1,0,1
7382,确认下这个if还需要么？,1,0,0,4
